PG.MolecularWeight,PG.NrOfStrippedSequencesIdentified (Experiment-wide),PG.ProteinAccessions,PG.Genes,PG.Organisms,PG.ProteinDescriptions,[1] 20251205_SR_saliva_set2_#1.raw.PG.NrOfStrippedSequencesIdentified,[2] 20251205_SR_saliva_set2_#2.raw.PG.NrOfStrippedSequencesIdentified,[3] 20251205_SR_saliva_set2_#3.raw.PG.NrOfStrippedSequencesIdentified,[4] 20251205_SR_saliva_set2_#4.raw.PG.NrOfStrippedSequencesIdentified,[5] 20251205_SR_saliva_set2_#5.raw.PG.NrOfStrippedSequencesIdentified,[6] 20251205_SR_saliva_set2_#6.raw.PG.NrOfStrippedSequencesIdentified,[7] 20251205_SR_saliva_set2_#7.raw.PG.NrOfStrippedSequencesIdentified,[8] 20251205_SR_saliva_set2_#8.raw.PG.NrOfStrippedSequencesIdentified,[9] 20251205_SR_saliva_set2_#9.raw.PG.NrOfStrippedSequencesIdentified,[10] 20251205_SR_saliva_set2_#10.raw.PG.NrOfStrippedSequencesIdentified,[11] 20251205_SR_saliva_set2_#11.raw.PG.NrOfStrippedSequencesIdentified,[12] 20251205_SR_saliva_set2_#12.raw.PG.NrOfStrippedSequencesIdentified,[13] 20251205_SR_saliva_set2_#13.raw.PG.NrOfStrippedSequencesIdentified,[1] 20251205_SR_saliva_set2_#1.raw.PG.Quantity,[2] 20251205_SR_saliva_set2_#2.raw.PG.Quantity,[3] 20251205_SR_saliva_set2_#3.raw.PG.Quantity,[4] 20251205_SR_saliva_set2_#4.raw.PG.Quantity,[5] 20251205_SR_saliva_set2_#5.raw.PG.Quantity,[6] 20251205_SR_saliva_set2_#6.raw.PG.Quantity,[7] 20251205_SR_saliva_set2_#7.raw.PG.Quantity,[8] 20251205_SR_saliva_set2_#8.raw.PG.Quantity,[9] 20251205_SR_saliva_set2_#9.raw.PG.Quantity,[10] 20251205_SR_saliva_set2_#10.raw.PG.Quantity,[11] 20251205_SR_saliva_set2_#11.raw.PG.Quantity,[12] 20251205_SR_saliva_set2_#12.raw.PG.Quantity,[13] 20251205_SR_saliva_set2_#13.raw.PG.Quantity,[1] 20251205_SR_saliva_set2_#1.raw.PG.IBAQ,[2] 20251205_SR_saliva_set2_#2.raw.PG.IBAQ,[3] 20251205_SR_saliva_set2_#3.raw.PG.IBAQ,[4] 20251205_SR_saliva_set2_#4.raw.PG.IBAQ,[5] 20251205_SR_saliva_set2_#5.raw.PG.IBAQ,[6] 20251205_SR_saliva_set2_#6.raw.PG.IBAQ,[7] 20251205_SR_saliva_set2_#7.raw.PG.IBAQ,[8] 20251205_SR_saliva_set2_#8.raw.PG.IBAQ,[9] 20251205_SR_saliva_set2_#9.raw.PG.IBAQ,[10] 20251205_SR_saliva_set2_#10.raw.PG.IBAQ,[11] 20251205_SR_saliva_set2_#11.raw.PG.IBAQ,[12] 20251205_SR_saliva_set2_#12.raw.PG.IBAQ,[13] 20251205_SR_saliva_set2_#13.raw.PG.IBAQ
58265.33,2,Q8CC86,Naprt,Mus musculus,Nicotinate phosphoribosyltransferase,0,0,1,1,2,1,1,0,0,0,1,0,1,NaN,NaN,3436.428223,6539.432129,35135.91406,8941.117188,2304.286377,NaN,NaN,NaN,19213.64258,NaN,7161.497559,NaN,NaN,114.5,218,1760.3,298,76.8,NaN,NaN,NaN,640.5,NaN,238.7
38195.49,2,Q8CCH2,Nhlrc3,Mus musculus,NHL repeat-containing protein 3,1,2,1,1,2,1,1,1,1,0,1,0,0,2698.559082,4354.506348,10136.54199,6358.498535,8890.013672,10463.01172,1610.983276,216.9425659,12671.4043,NaN,4821.79834,NaN,NaN,107.2,410.4,563.1,353.2,906.7,581.3,64,8.6,503.6,NaN,267.9,NaN,NaN
89520.17,1,Q8CCJ3,Ufl1,Mus musculus,E3 UFM1-protein ligase 1,0,0,0,0,1,0,0,0,0,0,1,0,0,NaN,NaN,NaN,NaN,24461.93555,NaN,NaN,NaN,NaN,NaN,11246.22656,NaN,NaN,NaN,NaN,NaN,NaN,499.2,NaN,NaN,NaN,NaN,NaN,229.5,NaN,NaN
32237.33,3,Q8CDN6,Txnl1,Mus musculus,Thioredoxin-like protein 1,1,0,1,1,3,1,2,1,0,1,2,1,2,18302.36719,NaN,24530.48828,12676.62891,47225.875,14673.73145,45921.45703,20685.47266,NaN,13303.30273,33608.88672,13194.33984,17015.41992,1143.9,NaN,1533.2,792.3,6929.4,917.1,3357.5,1292.8,NaN,831.5,2456.6,824.6,1268.1
43717.1,2,Q8CE08,Acp3,Mus musculus,Prostatic acid phosphatase,2,2,2,2,2,2,2,2,2,2,2,2,2,66268.17188,42013.29688,31687.14844,60938.04297,18756.12695,38311.16016,64574.45703,113496.2891,95261.65625,61505.71875,27482.44531,51556.00781,43181.46094,7140.8,4576.8,4081.6,6460.9,2020,4008.7,6876.5,12122.9,9968.3,6502.2,3924.8,5426.9,4557
358549.76,1,Q8CE72,Cplane1,Mus musculus,Ciliogenesis and planar polarity effector 1,0,1,0,0,1,0,0,0,0,0,1,1,1,NaN,24984.98047,NaN,NaN,46468.83203,NaN,NaN,NaN,NaN,NaN,14674.69629,5427.342773,10997.49219,NaN,154.2,NaN,NaN,286.8,NaN,NaN,NaN,NaN,NaN,90.6,33.5,67.9
9235.39,2,Q8CF02,Fam25a,Mus musculus,Protein FAM25A,2,1,2,2,2,2,2,2,2,2,2,2,2,67007.38281,15224.69531,62394.11719,74991.52344,91913.07813,58644.33594,119654.2656,132300.6719,104484.3203,218673.8125,36623.65234,145309.3125,131086.7344,23317.4,1160.1,29920,32565.9,30312.5,17586.6,45956.5,45201.699,39682.699,77153,13493.8,51795.199,39140.898
10678.09,1,Q8CF66,Lamtor4,Mus musculus,Ragulator complex protein LAMTOR4,1,1,1,1,1,1,1,0,0,0,1,0,0,4695.432617,4628.928223,3206.262939,5895.791992,13835.35156,6181.158203,2529.204834,NaN,NaN,NaN,7175.636719,NaN,NaN,1565.1,1543,1068.8,1965.3,4611.8,2060.4,843.1,NaN,NaN,NaN,2391.9,NaN,NaN
88927.76,6,Q8CFX1,H6pd,Mus musculus,GDH/6PGL endoplasmic bifunctional protein,5,3,4,4,6,5,4,3,2,2,5,4,4,44602.58594,51171,36693.375,50187.52734,62543.13672,46295.01953,22159.89258,32525.63086,34176.23828,40685.25391,34739.94141,40261.22656,29773.27734,3940.3,3629.2,3022.8,3860.1,3961.7,3487.2,2032.7,2700.9,2162.4,3075.8,2504.4,3119,2407.4
76857.5,7,Q8CG14,C1s1,Mus musculus,Complement C1s-1 subcomponent,1,2,1,1,7,1,0,0,0,0,6,0,3,6897.288574,12743.64551,6659.878418,13827.41504,92353.39844,8178.240723,NaN,NaN,NaN,NaN,28471.24414,NaN,22075.44727,292.5,782.5,282.4,269.4,14853.6,346.8,NaN,NaN,NaN,NaN,5065.7,NaN,1983.3
80073.29,3,Q8CG16,C1ra,Mus musculus,Complement C1r-A subcomponent,1,1,2,2,3,1,1,1,1,1,3,1,3,63780.10156,57970.28516,67249.27344,43246.25781,17830.20117,61089.26953,28354.27539,45360.89063,53632.17578,31007.52344,50416.65234,34099.33984,30244.85547,3496.2,3146.4,3819.3,2828.1,5168.1,2451.9,1329.1,1778,2440.9,1478,4031.2,1274.9,1965.7
186717.27,1,Q8CG19,Ltbp1,Mus musculus,Latent-transforming growth factor beta-binding protein 1,1,1,1,1,1,1,1,1,1,1,1,1,1,617513.875,1261617.125,792229.9375,1089878.25,3759072,3878181.25,417770.4375,466433.3438,1229170.25,285630.2188,589382.375,361844.5313,152982.7031,7017.2,14336.6,9002.6,12385,42716.699,44070.199,4747.4,5300.4,13967.8,3245.8,6697.5,4111.9,1738.4
39414.22,2,Q8CG72,Adprs,Mus musculus,ADP-ribosylhydrolase ARH3,1,0,0,0,2,0,0,1,1,1,1,1,0,3868.911133,NaN,NaN,NaN,25967.64258,NaN,NaN,37022.35938,13896.96094,64328.96484,20558.48438,12617.2998,NaN,1468.5,NaN,NaN,NaN,10240.9,NaN,NaN,548.5,205.9,953.1,7803.1,4789,NaN
40612.12,2,Q8CG76,Akr7a2,Mus musculus,Aflatoxin B1 aldehyde reductase member 2,0,0,0,0,2,0,0,0,0,1,2,0,2,NaN,NaN,NaN,NaN,19736.61914,NaN,NaN,NaN,NaN,5386.603516,5667.840332,NaN,1944.251465,NaN,NaN,NaN,NaN,2793.5,NaN,NaN,NaN,NaN,146.7,870.3,NaN,245.7
170079.13,5,Q8CGC7,Eprs1,Mus musculus,Bifunctional glutamate/proline--tRNA ligase,1,1,1,2,5,4,2,3,1,2,4,2,2,204274.625,241723.9063,138739.1563,44035.73438,161382.6094,145382.125,151509.125,109659.2266,136047.6406,67102.08594,121169.4531,109804.6563,77174.23438,5757.8,6813.4,3910.6,1075.3,3346.7,4846.5,6113.3,4423.1,3834.7,2151,3230.2,3201.1,2283.5
27016.36,5,Q8CGR5,Klk14,Mus musculus,Kallikrein-14,4,5,5,5,5,5,5,5,4,5,4,5,4,870232.1875,863835.1875,1045155.875,831020.1875,897315.75,671700.875,720081.9375,682547.8125,604254.6875,824360,726993.25,600017.875,580896.125,218872.297,216756.406,268896.406,221193.703,219137.906,164726.906,179736.5,163974.094,118579.297,206354.594,175988,141464.703,146521.906
53435.7,1,Q8CHK3,Mboat7,Mus musculus,Lysophospholipid acyltransferase 7,1,0,1,0,1,1,0,0,0,0,1,0,0,1405.921509,NaN,10456.07227,NaN,6496.633301,15437.85254,NaN,NaN,NaN,NaN,5770.776855,NaN,NaN,70.3,NaN,522.8,NaN,324.8,771.9,NaN,NaN,NaN,NaN,288.5,NaN,NaN
34540.68,4,Q8CHP8,Pgp,Mus musculus,Glycerol-3-phosphate phosphatase,1,1,1,1,4,2,0,0,0,1,2,2,2,21074.10742,28378.77344,44447.58203,42139.43359,95709.21875,31469.74609,NaN,NaN,NaN,22691.06055,44220.88281,29916.39844,32113.53516,1311.9,1766.6,2766.9,2623.2,9149.8,2478.7,NaN,NaN,NaN,1412.5,3850,2293,2480.2
63299.22,2,Q8CI51,Pdlim5,Mus musculus,PDZ and LIM domain protein 5,0,0,0,0,2,1,1,0,0,0,1,0,1,NaN,NaN,NaN,NaN,39761.80469,4765.223633,2412.908936,NaN,NaN,NaN,8832.592773,NaN,2745.880127,NaN,NaN,NaN,NaN,1323.8,136.1,68.9,NaN,NaN,NaN,252.4,NaN,78.5
20809.2,2,Q8CI70,Lrrc20,Mus musculus,Leucine-rich repeat-containing protein 20,1,0,2,1,2,2,2,2,0,1,2,1,2,42685.37109,NaN,13032.95508,5540.536621,20864.35938,14653.23047,9580.258789,22056.65039,NaN,20188.6543,12008.9082,8425.054688,13198.29688,3152.9,NaN,2053.3,409.2,3329.5,2338.1,2076.3,3463.4,NaN,1788.8,2199.7,622.3,2188.5
96729.94,10,Q8CI94,Pygb,Mus musculus,"Glycogen phosphorylase, brain form",4,0,2,3,10,3,3,5,4,3,9,2,7,7860.142578,NaN,4908.470703,12316.26953,79846.875,8693.736328,15006.85254,17477.41406,8028.397949,13673.80859,25404.33984,15379.63574,18916.92188,960,NaN,176.2,474.9,16549,4708.9,905.5,1759.9,1045.8,750.7,6404.1,575,2137.9
61525.6,2,Q8CID3,Fam20a,Mus musculus,Pseudokinase FAM20A,2,2,1,1,1,1,0,2,0,1,1,0,1,24442.51563,20660.9707,9700.40625,33559.36719,4200.617188,17328.25586,NaN,15371.68652,NaN,7112.165039,19788.74414,NaN,7044.09082,1339.2,1209,485.5,1679.6,210.2,867.2,NaN,848.8,NaN,355.9,990.4,NaN,352.5
47188.46,1,Q8CIE0,Serpina11,Mus musculus,Serpin A11,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,3734.995117,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,219.7,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
138431.99,12,Q8CIE6,Copa,Mus musculus,Coatomer subunit alpha,5,1,6,5,11,8,5,7,3,7,8,8,10,12931.33301,8795.754883,24925.05273,18422.00586,28955.74805,16246.27539,19313.04883,22235.67578,25996.16797,18350.22461,23370.91016,22574.33984,19962.56641,4377.4,152.9,1613.6,1518.7,4870.3,2194.7,1580,40122.102,718.6,2077.7,3254.1,6350.1,3841.9
58154.33,3,Q8CIF4,Btd,Mus musculus,Biotinidase,2,3,3,2,3,2,2,3,1,2,2,2,3,35734.56641,33213.91406,22808.31055,40751.63672,37263.4375,34564.70313,39442.19531,45709.98047,34861.26172,31607.53711,28088.39258,24421.41992,19512.07617,4230.6,4508.4,3284.7,4682.7,4463.2,3954.5,2982.2,5092.3,3017.9,2548.7,3492.1,2588.3,3149
41144.74,1,Q8CIG9,Fbxl8,Mus musculus,F-box/LRR-repeat protein 8,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,3669.97876,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,152.9,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
147591.88,3,Q8CIH5,Plcg2,Mus musculus,"1-phosphatidylinositol 4,5-bisphosphate phosphodiesterase gamma-2",1,1,1,2,1,3,3,3,3,2,0,3,2,6315.237305,22384.38477,9644.016602,14457.94141,7539.973633,18537.71484,25687.04492,16441.05664,18188.13477,9947.790039,NaN,18570.97656,8933.640625,90.4,320.4,140.4,397,107.9,710.1,1061.3,811.6,716.3,258.2,NaN,713.2,250.6
57930.32,1,Q8CIN4,Pak2,Mus musculus,Serine/threonine-protein kinase PAK 2,1,1,1,1,1,1,0,1,1,1,1,1,1,18174.55078,24760.58594,20653.92578,31958.76953,40958.67188,42211.14844,NaN,9157.881836,15949.68457,10054.92969,9446.55957,11244.54297,11295.41016,626.7,853.8,712.2,1102,1412.4,1455.6,NaN,315.8,550,346.7,325.7,387.7,389.5
72333.85,6,Q8CIT9,Sbsn,Mus musculus,Suprabasin,6,5,5,2,5,4,6,6,4,6,3,6,6,69840.05469,64434.82031,70816.28906,70177.67969,36504.77734,30072.0918,89061.01563,34010.5625,38746.77344,65365.21484,32368.81836,46067.53906,30894.12305,6906.7,4523.6,2690.5,3701.8,4852,3165.3,6181.3,4054.6,3834.8,5262.1,1664.8,3678.1,2243
50675.18,5,Q8CIV3,Liph,Mus musculus,Lipase member H,4,4,3,4,2,4,5,3,4,5,4,3,4,12547.86816,26772.11523,12882.06738,21731.35352,13878.48926,34526.84766,49444.32422,36015.53906,50796.62891,57491.21094,11562.85938,41954.33984,14551.14844,1769.7,3467.2,1687.4,3510.6,1054.6,5235.5,7302.8,3990.6,7101.8,8031.6,1614.9,3698,2654.9
309268.53,4,Q8CIZ8,Vwf,Mus musculus,von Willebrand factor,0,0,0,0,4,0,0,0,0,0,3,0,0,NaN,NaN,NaN,NaN,11086.57715,NaN,NaN,NaN,NaN,NaN,9380.743164,NaN,NaN,NaN,NaN,NaN,NaN,338.7,NaN,NaN,NaN,NaN,NaN,199.3,NaN,NaN
97304.19,1,Q8CJG0,Ago2,Mus musculus,Protein argonaute-2,0,0,0,0,1,0,0,0,0,0,1,0,1,NaN,NaN,NaN,NaN,24043.93164,NaN,NaN,NaN,NaN,NaN,7173.210938,NaN,9383.24707,NaN,NaN,NaN,NaN,462.4,NaN,NaN,NaN,NaN,NaN,137.9,NaN,180.4
368411.47,1,Q8JZM8,Muc4,Mus musculus,Mucin-4,1,1,1,1,1,1,1,1,0,1,1,1,1,17068.67188,11885.4873,5771.097656,24698.04883,35884.68359,15260.12695,24731.26758,36251.25,NaN,5106.885742,13977.78711,6845.338379,10169.52344,129.3,90,43.7,187.1,271.9,115.6,187.4,274.6,NaN,38.7,105.9,51.9,77
91370.21,3,Q8JZQ9,Eif3b,Mus musculus,Eukaryotic translation initiation factor 3 subunit B,1,0,1,1,3,1,1,2,0,2,3,2,2,36280.76563,NaN,51174.12891,10168.54883,35089.83984,20877.06055,14178.37012,28684.89258,NaN,23381.41992,28237.44141,19886.18945,22145.52344,998.7,NaN,1408.7,279.9,1913.6,574.7,390.3,1201.7,NaN,945.3,1670.1,871.5,897.2
137611.2,4,Q8K010,Oplah,Mus musculus,5-oxoprolinase,0,0,0,0,4,0,0,0,0,0,3,0,1,NaN,NaN,NaN,NaN,19543.57031,NaN,NaN,NaN,NaN,NaN,5590.196289,NaN,3.409974575,NaN,NaN,NaN,NaN,731.8,NaN,NaN,NaN,NaN,NaN,266.2,NaN,0
18209.62,4,Q8K0C5,Zg16,Mus musculus,Zymogen granule membrane protein 16,2,4,4,1,1,3,2,2,1,1,3,1,3,52706.32031,221550.6406,534881.9375,30797.51172,8584.691406,54414.79297,2007.738892,5035.472656,5626.945313,2525.594971,50914.50781,4733.933105,42988.75781,9061.8,57140.801,154568,4931.7,1374.7,11397.1,711.2,1018.4,901.1,404.4,10265.8,758.1,11023.2
41984.8,1,Q8K0C9,Gmds,Mus musculus,"GDP-mannose 4,6 dehydratase",1,1,1,1,1,1,1,1,1,1,1,1,1,45492.00781,70374.04688,67985.92969,75822.625,254153.5313,31969.49609,19101.27344,64665.82031,84726.48438,118987.0625,155713.8594,30211.67383,79725.45313,1749.7,2706.7,2614.8,2916.3,9775.1,1229.6,734.7,2487.1,3258.7,4576.4,5989,1162,3066.4
54752.7,26,Q8K0E8,Fgb,Mus musculus,Fibrinogen beta chain,18,15,15,19,26,23,23,13,11,10,25,18,23,403047.6875,575683,252467.5938,319762.5625,4241486,495061,883423.1875,224131.5156,262021.25,233416.625,2147456.75,418034.5313,819197.9375,68471.898,102291.602,37711,48385.602,715916.875,85227.297,159849.703,32271.199,37339.102,29361.199,378942.812,57746.898,132455.797
83572.46,1,Q8K0T0,Rtn1,Mus musculus,Reticulon-1,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,4948.762695,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,137.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
46136.99,3,Q8K0Y2,Krt33a,Mus musculus,"Keratin, type I cuticular Ha3-I",3,3,3,0,0,3,0,3,0,0,2,0,0,411081.6563,165948.1563,220071.1875,NaN,NaN,76390.07031,NaN,270095.6875,NaN,NaN,8519.927734,NaN,NaN,38190,17425.4,22507.6,NaN,NaN,9018.1,NaN,23389.5,NaN,NaN,1680.1,NaN,NaN
115311.76,3,Q8K135,Kiaa0319l,Mus musculus,Dyslexia-associated protein KIAA0319-like protein,3,3,2,3,2,3,3,2,2,3,2,3,3,80203.99219,86457.39063,42216.85156,79453.82813,37217.6875,74014.73438,86678.88281,122697.1563,194913.0781,115413.9141,42706.49219,91326.60156,62026.94922,5049.5,4910.4,2208.3,4471.4,2116.3,4543.6,5926.4,6922.8,11149.2,6811.5,2217,5286,3824.8
37798.61,3,Q8K157,Galm,Mus musculus,Galactose mutarotase,1,2,3,3,3,3,3,3,2,3,3,3,3,26694.64453,31637.8457,24680.44141,48007.71484,148541.7813,24617.47656,31007.85352,40561.96094,31882.03906,35692.625,63746.99609,18997.82031,40404.50781,897.2,2470.7,2966.4,9709.5,33163,4718.1,6739,7850.9,4554.6,7008.4,12582.8,4421.3,8916.7
66080.26,11,Q8K182,C8a,Mus musculus,Complement component C8 alpha chain,1,0,2,4,11,1,1,0,0,0,7,0,5,23027.52344,NaN,14714.56348,72179.3125,976095.0625,28846.14258,26119.89844,NaN,NaN,NaN,283577.6563,NaN,97007.45313,1218.3,NaN,897,4463.9,68624.602,119.9,1381.9,NaN,NaN,NaN,17652.699,NaN,8440.3
35015.18,5,Q8K183,Pdxk,Mus musculus,Pyridoxal kinase,1,1,2,1,5,1,1,1,0,2,4,1,5,15908.60547,20230.9043,27508.07227,27764.48828,170972.5156,17974.58008,20349.82813,27352.58398,NaN,15212.42773,48955.15625,18062.24414,52893.48438,1306.3,475.8,3018.3,2279.8,19700.9,1476,1671,2246,NaN,2261.9,6242.8,1483.2,5600.7
103697.86,1,Q8K1A6,Cc2d1a,Mus musculus,Coiled-coil and C2 domain-containing protein 1A,1,1,1,1,1,1,0,0,0,0,1,0,1,85661.32031,68281.63281,86051.73438,81383.05469,51572.08984,53834.76563,NaN,NaN,NaN,NaN,78031.94531,NaN,28444.74219,1679.6,1338.9,1687.3,1595.7,1011.2,1055.6,NaN,NaN,NaN,NaN,1530,NaN,557.7
75634.52,10,Q8K1B8,Fermt3,Mus musculus,Fermitin family homolog 3,4,5,3,5,9,9,8,6,5,5,8,6,7,17790.53516,22703.12305,26802.39453,37795.4375,92421.47656,54351.92188,40721.02734,23110.13086,29445.48633,20590.83984,53141.22656,49930.68359,27595.4668,742.1,1808.9,1304.4,4911.5,13074.3,7894.7,7755.6,3751.1,4466.5,2900.8,6229.4,6147.8,3938.9
19996.07,17,Q8K1H9,Obp2a,Mus musculus,Odorant-binding protein 2a,17,17,16,16,17,14,14,15,13,14,17,12,16,197719488,165816544,351435008,127259760,97366792,51258160,97372440,105121232,64076164,86667656,106824008,76698288,133323768,59796660,46869860,71503656,38822568,14609291,8244664,37620884,43616496,32006316,31501696,22351330,32551166,48957652
23136.09,1,Q8K1I3,Spp2,Mus musculus,Secreted phosphoprotein 24,0,0,0,0,1,0,0,0,0,0,0,0,0,NaN,NaN,NaN,NaN,31960.38281,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN,2905.5,NaN,NaN,NaN,NaN,NaN,NaN,NaN,NaN
81825.07,3,Q8K1M6,Dnm1l,Mus musculus,Dynamin-1-like protein,0,1,0,0,3,0,0,1,0,0,1,0,0,NaN,10179.87305,NaN,NaN,29736.76172,NaN,NaN,6260.358887,NaN,NaN,14734.66602,NaN,NaN,NaN,70.2,NaN,NaN,1016,NaN,NaN,149.9,NaN,NaN,352.7,NaN,NaN
77255.11,2,Q8K209,Adgrg1,Mus musculus,Adhesion G-protein coupled receptor G1,1,2,2,2,1,1,1,2,2,2,2,2,2,20533.87305,23090.16211,21625.39648,35004.80469,20270.2168,18239.17969,32532.00781,43905.35156,40499.92188,23841.93555,16428.23242,10421.71387,18657.74414,800.7,1239.2,1119.9,1351.6,790.5,711.3,1268.6,1763.6,1701.1,1115.8,635,534.1,765.5
34468.27,1,Q8K274,Fn3krp,Mus musculus,Ketosamine-3-kinase,0,0,0,0,1,0,0,0,0,0,1,0,0,NaN,NaN,NaN,NaN,63784.72656,NaN,NaN,NaN,NaN,NaN,28637.67773,NaN,NaN,NaN,NaN,NaN,NaN,4556.1,NaN,NaN,NaN,NaN,NaN,2045.5,NaN,NaN
51131.94,9,Q8K2B0,P3h4,Mus musculus,Endoplasmic reticulum protein SC65,7,8,8,8,7,8,8,6,7,8,7,9,7,109583.3516,153302.9219,95167.46094,80935.71094,30834.33008,83960.41406,96402.78906,112018.7109,103500.9531,99556.125,54213.62891,89913.52344,78617.54688,19889.199,34511.5,17240.1,15678.4,5789.1,14596.7,19522.9,22516.1,20011.5,16603.4,8432.6,20026.5,13853
76107.8,7,Q8K2C7,Os9,Mus musculus,Protein OS-9,7,7,7,7,6,7,6,6,6,7,7,6,7,78916.89844,111025.9531,89443.875,103982.3203,49579.75781,102375.6094,68830.41406,91526.19531,98448.54688,68516.11719,58405.0625,76032.32031,67216.64844,10723.4,13475.4,10736.9,12909,6853.4,12082,8712.1,13115.8,14184.8,8168.5,22098.9,9419.9,8031.9
60974.46,7,Q8K2I3,Fmo2,Mus musculus,Dimethylaniline monooxygenase [N-oxide-forming] 2,7,6,6,0,7,7,5,6,4,6,7,5,7,497591.5313,140689.8281,196220,NaN,127419.3125,85204.25,41180.75781,113669.3125,46974.53125,136287.4531,136296.2969,86156.92969,115892.4063,71381,18366.1,22478.9,NaN,16399.9,11916.5,6209.3,14445.8,5795.6,16561.1,19576.801,10571.8,15104.4
100830.85,8,Q8K2I4,Manba,Mus musculus,Beta-mannosidase,6,6,6,4,5,4,7,6,6,6,5,6,7,35487.76953,59865.37891,41466.51172,70777.33594,23570.13477,29955.89648,54888.76172,43959.75391,62911.44141,46977.0625,35682.41797,41609.25781,26784.47266,4162.8,6558.9,3250.4,4141,1742.8,2094.6,7478.6,3654.2,5593.1,4030.7,2719.1,3250.9,2271.2
34376.15,1,Q8K2T1,Nmral1,Mus musculus,NmrA-like family domain-containing protein 1,1,0,1,0,1,1,0,0,0,1,1,1,1,5283.716797,NaN,4730.533691,NaN,39409.0625,8450.861328,NaN,NaN,NaN,10376.16602,15355.83203,10899.39746,12328.10547,293.5,NaN,262.8,NaN,2189.4,469.5,NaN,NaN,NaN,576.5,853.1,605.5,684.9
11401.94,1,Q8K353,Cystm1,Mus musculus,Cysteine-rich and transmembrane domain-containing protein 1,1,0,1,1,1,0,0,1,1,1,0,1,0,4521.550293,NaN,5757.716309,8675.44043,5621.024902,NaN,NaN,7788.193359,13307.97168,7156.525391,NaN,4680.977051,NaN,2260.8,NaN,2878.9,4337.7,2810.5,NaN,NaN,3894.1,6654,3578.3,NaN,2340.5,NaN
30953.38,3,Q8K354,Cbr3,Mus musculus,Carbonyl reductase [NADPH] 3,2,0,0,1,3,0,1,2,1,2,2,2,3,6395.992676,NaN,NaN,8908.189453,40157.66016,NaN,7293.38623,13256.51563,7626.984863,23386.99414,16677.44727,10191.92676,12447.65039,964,NaN,NaN,674.2,9081.7,NaN,552,1759.9,363.6,3574.7,2870.6,1290.1,2505.3
79328.11,3,Q8K3H0,Appl1,Mus musculus,DCC-interacting protein 13-alpha,1,0,0,0,3,2,0,0,0,1,2,1,1,2097.362793,NaN,NaN,NaN,25711.77539,4072.71875,NaN,NaN,NaN,4218.574219,10005.90332,2649.689941,2725.035645,84.7,NaN,NaN,NaN,2169.7,253.4,NaN,NaN,NaN,87.6,574.5,107,110.1
48421.53,1,Q8K3J9,Gprc5c,Mus musculus,G-protein coupled receptor family C group 5 member C,1,1,1,1,1,1,1,1,1,1,1,1,1,19363.42773,18899.83398,23894.68359,54146.07813,17287.24609,8893.651367,18409.05078,37488.96875,16337.6709,44839.8125,18423.86914,29098.40234,25776.72461,1383.1,1350,1706.8,3867.6,1234.8,635.3,1314.9,2677.8,1167,3202.8,1316,2078.5,1841.2
35148.66,1,Q8K3P0,Sdr9c7,Mus musculus,Short-chain dehydrogenase/reductase family 9C member 7,1,0,1,1,1,1,1,1,0,1,0,1,1,20161.04883,NaN,9892.866211,6961.939453,5734.714355,10892.29785,9585.77832,6137.222656,NaN,13929.39551,NaN,6871.370117,5939.515137,1061.1,NaN,520.7,366.4,301.8,573.3,504.5,323,NaN,733.1,NaN,361.7,312.6
26299.73,1,Q8K485,Kctd11,Mus musculus,BTB/POZ domain-containing protein KCTD11,0,0,1,0,0,0,1,0,1,1,0,1,1,NaN,NaN,11098.51074,NaN,NaN,NaN,22571.64844,NaN,25877.21875,22286.93359,NaN,20878.62695,14510.87695,NaN,NaN,652.9,NaN,NaN,NaN,1327.7,NaN,1522.2,1311,NaN,1228.2,853.6
178641.53,2,Q8K4G1,Ltbp4,Mus musculus,Latent-transforming growth factor beta-binding protein 4,0,1,1,1,2,2,1,2,2,2,1,2,1,NaN,38863.21875,6630.02002,8660.929688,7828.198242,12049.93945,20623.16211,47801.35547,47412.00781,13154.40527,6247.215332,32340.79492,17818.50391,NaN,508.8,86.8,113.4,129.8,199.7,270,798.8,763.6,229.4,81.8,504.2,233.3
67784.9,14,Q8K4L4,Pof1b,Mus musculus,Protein POF1B,14,6,11,4,11,12,9,10,7,10,10,9,11,414978.1875,76042.10938,113975.2031,77404.82031,71285.96875,152500.3125,164389.5938,182295.8438,110480.7031,206955.125,147813.1406,165501.5625,145352.9375,78664,10524.9,18604.9,10174.2,12710.2,27514.1,28309.801,34696.102,16425,37760.898,23567.9,28063.301,26097.4
